,user,item,buy_size,sex,height,weight,review,size,brightness,color,thickness
828,LV 6 뉴비_868d5b57,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],32,남성, 177cm, 70kg,이전에도 같은 상품이 마음에 들었어서 이번에는 다른 색상인 네이비로 구했어요  마음에 들어요 ,보통이에요,어두워요,선명해요,보통이에요
829,LV 4 Pwy1203,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],34,남성, 177cm, 80kg,본인 하체 뚱땡이  근데 예쁘게 핏 잘나오는 것 같습니다  딱 기본에 어디가서 왜 그렇게 입었냐 소리는 안들을 것 같아요  하체 뚱땡이어도 좀 이쁘게 입을 수 있어요   ,보통이에요,밝아요,보통이에요,보통이에요
830,LV 5 70턱걸이,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 171cm, 65kg,원래 입단 사이즈 시켰는데 사이즈 미스네요그냥 입을게요,작아요,보통이에요,보통이에요,보통이에요
831,LV 5 70턱걸이,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],29,남성, 171cm, 65kg,세일할때 사서 만족하는데 사이즈가 미스네요스판이라서 그냥 입을려고요,작아요,보통이에요,보통이에요,보통이에요
832,LV 6 신의사위,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],31,남성, 168cm, 61kg,출근용으로 색감이 모노톤으로 좋은거같습니다  합리적인가격 ,보통이에요,보통이에요,보통이에요,보통이에요
833,LV 4 빵나요,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],31,남성, 177cm, 68kg,잘 받았습니다  확실히 쿨탠다드보다 허리 사이즈가 크네요  만족합니다  ,보통이에요,보통이에요,선명해요,두꺼워요
834,LV 4 뉴비_cc226710,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,남성, 180cm, 80kg,핏도 좋고 배송도 빠르고 너무 좋네요 추천드려요,보통이에요,보통이에요,보통이에요,보통이에요
835,LV 4 뉴비_40162624,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 180cm, 75kg,재질도 괜찮고 편히입기 좋아요 자주입을거같아요,보통이에요,보통이에요,보통이에요,보통이에요
836,LV 4 뉴비_9bfcab66,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],34,남성, 180cm, 83kg,딱히 할 말이 없을정도로 만족스러워요  기본템으로 입기 딱 좋을거 같아요  다만 다른 무탠다드 슬랙스보다 조금 타이트한거 같아요,작아요,보통이에요,보통이에요,보통이에요
837,LV 2 뉴비_b8f2c6512c2c,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],30,남성, 172cm, 64kg,너무만족스럽고 핏  질감모두좋은편이에요    추천합니다,커요,보통이에요,선명해요,보통이에요
838,LV 4 뉴비_4c2e5972,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 크림],31,남성, 177cm, 69kg,옷 이쁩니다 색상이며 두께며 좋아요 다만여름에 입기에는 더울거같아요,보통이에요,밝아요,선명해요,두꺼워요
839,LV 3 뉴비_2219ef9b12df,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 170cm, 70kg,스판좋고 쟈크가 두개가있어안정감 있고 데일리 슬랙스로 좋은거같습니다,보통이에요,보통이에요,보통이에요,보통이에요
840,LV 3 늭네밈,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 177cm, 78kg,교환되게 느리네요   뭐 원래 지오다노꺼 입었는데 괜찮네요,보통이에요,보통이에요,보통이에요,보통이에요
841,LV 4 촉박맨,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 175cm, 70kg,175 70 기준 다리 얇은 편인데 허리랑 핏이 딱 좋아요  다리 두꺼우신 분은 한사이즈 업하시는게 나아요,보통이에요,보통이에요,보통이에요,보통이에요
842,LV 5 무으엉,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],32,남성, 178cm, 71kg,사이즈 딱이고 색감 좋네요 세일할때 잘 구매했습니다 자주 손이가네요,보통이에요,보통이에요,보통이에요,보통이에요
843,LV 6 집에가고싶다...,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 174cm, 58kg,잠옷에 대충 입어봤어요  더 예쁘게 입으려면 조금 수선이 필요할 것 같아요 ,보통이에요,보통이에요,보통이에요,보통이에요
844,LV 4 예쁜꽃게,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 173cm, 75kg,이쁩니다 감사합니다 잘 입겠습니다 많ㅇㄱ파세요 화이팅,보통이에요,보통이에요,보통이에요,보통이에요
845,LV 4 박지용마미,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],36,남성, 180cm, 75kg,코디하기 좋고 잘산거 같아요 깔끔하게 잘어울듯 해요  밝은색 어두운색 모두좋아요,보통이에요,밝아요,선명해요,보통이에요
846,LV 3 찐뉴비이,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],33,남성, 179cm, 74kg,얇아서 여름용으로 좋을듯 하고 길이도 잘 맞아요  허리밴딩이라 편해요,보통이에요,밝아요,보통이에요,얇아요
847,LV 3 용산동쌍가락지,테이퍼드 히든 밴딩 크롭 슬랙스 [딥 블루],29,남성, 173cm, 64kg,배송 빠르고 사이즈 적당하고 핏 예뻐요재질도 괜찮아요,보통이에요,보통이에요,선명해요,보통이에요
848,LV 5 뉴비_7a93010e,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 170cm, 66kg,옷밴딩이랍 예쁘고 색상별로 사고싶네요잘입을게여,보통이에요,보통이에요,보통이에요,보통이에요
849,LV 5 YGB77,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 180cm, 73kg,사이즈 거의 딱 맞습니다 그리고 옷이 너무 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요
850,LV 5 콩먹는콩국수,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 176cm, 61kg,색감이 정말 좋고 후크가 두 개 있어 안정적이에요 무탠다드 슬랙스 정말조아요,보통이에요,보통이에요,보통이에요,보통이에요
851,LV 5 herh115,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,남성, 169cm, 73kg,가격대비 퀄리티 상당히 마음에드네요 다른색도 구매할게요,보통이에요,보통이에요,선명해요,보통이에요
852,LV 3 일산토르,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 178cm, 71kg,바지 재질이 좋구여 사이즈는 허리가 살짝 널널해서 벨트 차고 입으면 딱 일거 같습니다   ,보통이에요,보통이에요,선명해요,두꺼워요
853,LV 5 구립,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],30,남성, 170cm, 65kg,다른 슬랙스들에 비해서 한 사이즈 정도 작은 느낌  가성비 좋음,보통이에요,밝아요,보통이에요,보통이에요
854,LV 3 사강훈,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 172cm, 72kg,생각보다 편하고 좋도라구요 길이도 딱 맞는거같아요,보통이에요,보통이에요,보통이에요,보통이에요
855,LV 7 엠씨김꾼,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 163cm, 61kg,슬렉스는 무탠다드가 진리인듯합니다이뻐요 굿,보통이에요,밝아요,선명해요,얇아요
856,LV 4 김굽다불낸놈뺏김,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 182cm, 72kg,이미 같은 무탠다드 슬랙스만 4장이네요 ㅎㅎ 만족합니다 ,보통이에요,밝아요,선명해요,보통이에요
857,LV 2 뉴비_5d5ebe0ff0f9,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 173cm, 75kg,바지 32사이즈로 분명 시켰는데 33으로 왔어요원해 입던 옷이라 반품안하고 그냥 입으려고요 맘에 드는데 약간 크네요다음에는 사이즈 잘 체크해서 부탁드릴게요 감사합니다,커요,보통이에요,선명해요,얇아요
858,LV 6 팡123,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],29,남성, 173cm, 63kg,28로 구매했다가 좀 작아서 29로 교환했는데 아주 딱맞고 좋아요  배송도 그렇고 교환도 빨랐습니다 ,보통이에요,밝아요,선명해요,보통이에요
859,LV 3 이재성재이,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,남성, 177cm, 70kg,바지도 괜찮고 기장도 딱이네요 마음에 듭니다 아주,보통이에요,보통이에요,보통이에요,보통이에요
860,LV 4 멤버_08fe1c031c3d,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],32,남성, 175cm, 75kg,마음에 들어요 색별로 쟁겨두고 있습니다 핏이 제일 만족스러워요,보통이에요,보통이에요,보통이에요,보통이에요
861,LV 4 멤버_08fe1c031c3d,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 175cm, 75kg,마음에 들어요 색별로 쟁겨두고 있습니다 핏이 제일 만족스러워요,보통이에요,보통이에요,보통이에요,보통이에요
862,LV 4 멤버_08fe1c031c3d,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 175cm, 75kg,정사이즈로 착용하면 됩니다 홍대 무신사가서 입어본계기로 슬렉스는 무신사에서만 구매하고 있어요,보통이에요,보통이에요,보통이에요,보통이에요
863,LV 4 뉴비_a65a114e,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],31,남성, 179cm, 68kg,테이퍼드 핏이 깔끔하게 떨어지는 게 아주 예쁩니다  두께도 얇아서 한여름에도 입을 수 있어요  굿ㄱ,보통이에요,밝아요,선명해요,얇아요
864,LV 5 까까제국,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],28,남성, 170cm, 61kg,깔끔한 룩을 입고싶을때 정말 잘어울려요 딱 이쁜 핏으로 떨어져요,보통이에요,보통이에요,보통이에요,보통이에요
865,LV 5 Gggggrow,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],33,남성, 177cm, 78kg,너무 좋습니다 만족하구요  너무 만족합니다 흡족,보통이에요,보통이에요,보통이에요,보통이에요
866,LV 5 FTBT,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,남성, 184cm, 75kg,확실히 무탠다드는 기본템 살 때는 정말 좋은 것 같습니다 바지 핏도 예쁘고 사이즈도 다양해서 좋아요 ㅎㅎ,보통이에요,어두워요,선명해요,보통이에요
867,LV 6 와이드핏어려워요,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 168cm, 63kg,좋은데 베이지색상보다 사이즈가 약간 작은느낌이에요  ,보통이에요,보통이에요,보통이에요,보통이에요
868,LV 3 죠아따잉,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 170cm, 58kg,허리가 일단 딱맞아서 좋았어요 길이도 써있는대로고 사길 잘한거 같아요 ㅎ,보통이에요,보통이에요,보통이에요,보통이에요
869,LV 3 황토베개,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 178cm, 70kg,슬랙스는 역시 무탠다드입니다  핏도 아주 예쁘게 떨어지고요 추천,보통이에요,보통이에요,선명해요,보통이에요
870,LV 4 더조은파크,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],29,남성, 175cm, 65kg,무신사 스탠다드가 가성비도 좋고 역시나 이쁘네요 호,보통이에요,보통이에요,보통이에요,보통이에요
871,LV 5 오버핏스릉,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],27,남성, 176cm, 72kg,동생한테 사줬는데 매우만족합니다 색감은 사진보다 좀 어두워요,보통이에요,보통이에요,보통이에요,보통이에요
872,LV 5 Novus,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 181cm, 80kg,입었을때 편하고 정말 가격대비 너무너무 만족 합니다  ,보통이에요,보통이에요,보통이에요,보통이에요
873,LV 4 밤하눌,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 179cm, 80kg,다이어트 후 겨울에 잘 입겠습니다 옿 좋아요 터질거 같지만,보통이에요,보통이에요,보통이에요,보통이에요
874,LV 3 마키대리,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 174cm, 85kg,소재도 얇고 신축이 있어서 잘 맞습니다  길이는 몸무게가 좀 있다보니 조금 줄여야할거같고요,보통이에요,보통이에요,보통이에요,보통이에요
875,LV 5 얄얄라봉따이,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,남성, 180cm, 80kg,이 색이 사이즈가 유독 작게나옴 한치수 크게 추천,작아요,보통이에요,보통이에요,보통이에요
876,LV 3 118288,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 176cm, 73kg,스판끼가 있어서 편하고 사이즈 딱 맞아요 이만한 가격에 이런 슬렉스 없을 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
877,LV 3 시즈80,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],30,남성, 168cm, 63kg,168    64   작을까 걱정했는데 품은 딱 맞아요  길이는 두단 잘라내려구요 ,보통이에요,어두워요,보통이에요,보통이에요
878,LV 3 뉴비_9fb73fa3,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 176cm, 70kg,일단 배송이 하루 만에 도착해서 너무 좋습니다  도착 후 바로 착용해 보았는데 따로 수선을 하지 않아도 됩니다 정사이드로 색도 이쁘고 깔끔하니 잘 빠졌습니다   적극 추천함니다 배송비무료라 추가 구매에도 부담없습니다 ,보통이에요,보통이에요,선명해요,보통이에요
879,LV 4 센슬,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,남성, 170cm, 60kg,만족합니다 29사이즈 타이트한감있어30으로 사니 좋네요,보통이에요,보통이에요,보통이에요,보통이에요
880,LV 5 한산즌,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 178cm, 70kg,적당히 짧아서 좋아요 타이트해서 조금 작게 느껴져요,작아요,밝아요,선명해요,얇아요
881,LV 5 캡틴마린,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 175cm, 71kg,그냥 필수템에요  고민하지말고 구입하세요 그냥,보통이에요,보통이에요,보통이에요,보통이에요
882,LV 3 핸보칸 양말,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 170cm, 67kg,다리가 평균보다 좀 더 긴 편인데딱 잘 맞는 것 같습니다 복숭아 뼈 반 정도 가릴 정도로 내려오기 때문에수선도 하지 않고 잘 입고 있습니다 감사합니다 ,보통이에요,보통이에요,선명해요,보통이에요
883,LV 3 뉴비_e4ca6d79,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 170cm, 63kg,핑크색 구매후 재구매했습니다 제 스팩엔 30을 추천합니다강추드립니다 ,보통이에요,보통이에요,보통이에요,보통이에요
884,LV 4 mjizzz,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],31,남성, 173cm, 73kg,괜찮습니다 할인할때 싸게 구매했습니다 무탠슬랙스는 항상 실패없네요,보통이에요,보통이에요,보통이에요,보통이에요
885,LV 5 개루박두,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],33,남성, 173cm, 75kg,기본템으로 하나 가지고 있으면딱 좋아요핏도 이쁘게 나오네요,보통이에요,보통이에요,보통이에요,보통이에요
886,LV 4 잉처리,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],31,남성, 174cm, 73kg,가격대비 완전 좋아요 근데 생각보다 색상이 어둡습니다  다음에는 한치수 더 크게 사야겠어요 ,작아요,어두워요,보통이에요,보통이에요
887,LV 4 최강이될남자,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],38,남성, 181cm, 88kg,졸업사진 찍으려고 블레이저에 슬렉스 구하던중에 무신사 스탠다드 슬렉스를 한번 입어봤는데 허벅지가 굵은 저에게 테이퍼드핏 슬렉스가 도움이 많이 된거같아요 감사합니다 무탠다드,보통이에요,보통이에요,선명해요,보통이에요
888,LV 3 김씨아재87,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],36,남성, 185cm, 95kg,비만도 날씬해보이게해주네요생각했던핏이 나왔습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
889,LV 3 뵈리우스,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 173cm, 75kg,아무티에 매치해도 무난하고 깔끔함꽤 두툼하다,보통이에요,보통이에요,보통이에요,보통이에요
890,LV 4 dior0121,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],30,남성, 172cm, 67kg,빠른출고 착한가격 좋아요     핏이 예뻐서 벌써 3번째 구매입니다  ,보통이에요,보통이에요,보통이에요,보통이에요
891,LV 4 주돌프,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],31,남성, 181cm, 75kg,테이퍼드 핏이라서 기장만 짧은걸로 착각했네요 허벅지가 꽉끼어서 ㅠ 그래도 입을만해여 그리고 옷자체는 너무 이뻐요 옷감은 무게감있는 정도이고 광택이 조금 있어서 어느정도 중요한자리에서 입을만한 고급스러움이 있는것같아요 구매하실분은 사이즈 정보 잘 확인하시고 구매하시길 바랍니다 ,작아요,밝아요,선명해요,두꺼워요
892,LV 6 칸피,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,남성, 171cm, 64kg,살쪄서 살짝 끼긴하는데무난다드답게 무난합니다,보통이에요,보통이에요,보통이에요,보통이에요
893,LV 4 뉴비_3a79ba95,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],31,남성, 176cm, 68kg,색상이 너무 이쁩니다 다양한색상의 상의도 매치가 잘 되어서 좋습니다,보통이에요,밝아요,선명해요,보통이에요
894,LV 5 wlsyspr,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 174cm, 70kg,원단이 다른게 느껴지네요  가성비 최곤것 같습니다,보통이에요,보통이에요,보통이에요,보통이에요
895,LV 5 앤트맨과와스프,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],33,남성, 178cm, 82kg,저같이 빵댕이가 큰 사람은 상의로 좀 가려주는게 좋아요  두께감이 살짝 있어서 한여름 더위에는 힘들구 같아요  그 외는 넘나 맘에 들메,보통이에요,보통이에요,보통이에요,두꺼워요
896,LV 3 류유영준,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 178cm, 73kg,정 사이즈 하니 기장도 딱 맞고 살짝 스판이 있어 편합니다,보통이에요,보통이에요,보통이에요,보통이에요
897,LV 3 류유영준,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],32,남성, 178cm, 73kg,정 사이즈 하니 기장도 딱 맞고 살짝 스판이 있어 편합니다  ,보통이에요,보통이에요,보통이에요,보통이에요
898,LV 5 섀디,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],33,남성, 180cm, 78kg,사이즈는 1인치 업해도 될듯 합니다  수선 필요없이 길이 허리 다 잘 맞고 핏도 좋아요 ,보통이에요,보통이에요,보통이에요,보통이에요
899,LV 5 Zdjej,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],32,남성, 176cm, 65kg,무텐다드 기본템 입니다 허리가 살짝 크긴하지만 다 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
900,LV 3 뉴비_3dbd9771,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,남성, 170cm, 67kg,결혼준비하면서 웨딩 촬영위해서 세컨 셋업으로 구입했습니다  색감도 적당히 어둡고 고급스러운 색상이라 촬영끝나고 나서도 자주 입을 것같아요  ,보통이에요,보통이에요,보통이에요,두꺼워요
901,LV 4 건이아범,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 183cm, 85kg,허리에 비해 종아리가 조금 타이트한데 그래도 핏이이뻐서 만족합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
902,LV 5 김탱완,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 177cm, 74kg,서소무난하게 괜찮어요 기본정도하니 편하게 입으면되죠,보통이에요,보통이에요,보통이에요,보통이에요
903,LV 5 옷알못임니다,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],29,남성, 175cm, 62kg,깔끔하니 이쁩니다 검은 상의랑 매치하면 미니멀 스타일 하기 좋네요,보통이에요,보통이에요,보통이에요,보통이에요
904,LV 3 뿡왕뿡왕,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 177cm, 77kg,기장도 적당하고 재질도 은근 좋은거같어요 무난,보통이에요,보통이에요,보통이에요,보통이에요
905,LV 5 ahnpd,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],34,남성, 185cm, 82kg,핏은 예쁘게 잘 나옵니다 다만 한여름에는 못 입겠네요,보통이에요,보통이에요,보통이에요,보통이에요
906,LV 6 Starbucks@,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 174cm, 65kg,                                            ,보통이에요,보통이에요,보통이에요,보통이에요
907,LV 3 뉴비_93e268dba69e,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 170cm, 67kg,우선 핏이 넘 좋아요  고민 엄청하고 주문했는데   제가 찾던 핏이였어요 단지 조금 두꺼워서 더운날에는 입기 힘들거 같아요 글두 가성비 넘 좋아서 추천드려요,보통이에요,보통이에요,선명해요,두꺼워요
908,LV 4 free캠퍼,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],32,남성, 165cm, 66kg,장점 1 스타일이 좋다2 재질이 좋다3 가격이 너무너무 착하다4 사이즈 타사에 비해 딱 좋다단점 1 여름에 입기엔 너무 두껍다,보통이에요,보통이에요,보통이에요,두꺼워요
909,LV 6 장에는윌,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 169cm, 66kg,믿고 쑤는 무신사이긴 하지만 테이퍼드 핏인데 사이즈가 생각보다 작아서 타이트한게 조금 아쉬워요 ㅜㅜ 다른건 다 좋습니다,작아요,보통이에요,선명해요,보통이에요
910,LV 3 뉴비_3dbd9771,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,남성, 170cm, 67kg,결혼준비하면서 웨딩 촬영위해서 세컨 셋업으로 구입했습니다  색감도 적당히 어둡고 고급스러운 색상이라 촬영끝나고 나서도 자주 입을 것같아요  ,보통이에요,보통이에요,보통이에요,두꺼워요
911,LV 4 건이아범,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 183cm, 85kg,허리에 비해 종아리가 조금 타이트한데 그래도 핏이이뻐서 만족합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
912,LV 5 김탱완,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 177cm, 74kg,서소무난하게 괜찮어요 기본정도하니 편하게 입으면되죠,보통이에요,보통이에요,보통이에요,보통이에요
913,LV 4 doadade,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 177cm, 75kg,살이좀 찐건지 좀 타이트하네요 ㅠㅠ담엔 33으로 가야겠네요  ,작아요,어두워요,선명해요,보통이에요
914,LV 3 육만이전자,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,남성, 170cm, 75kg,잘맞고 기장도 잘맞고 재질도 괜찮고 좋습니다 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
915,LV 3 루키_63bbcaf19e01,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],29,남성, 175cm, 64kg,인생바지 찾았습니다 다른색도 구매하러갑니다,보통이에요,보통이에요,보통이에요,보통이에요
916,LV 3 루키_63bbcaf19e01,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],29,남성, 175cm, 64kg,왜 이제야 알았는지 정말 인생템입니다  완전 딱 맞고 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
917,LV 5 김탱완,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 177cm, 74kg,가성비 조아요 딱 붙는걸좋아해서 다운했는데 잘 맞네요,보통이에요,보통이에요,보통이에요,보통이에요
918,LV 4 To me,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],31,남성, 165cm, 63kg,키작남에 허벅돼는 기장길고 허리 크고 허벅지 엉덩이가 꽉껴요ㅠㅠ,보통이에요,보통이에요,보통이에요,보통이에요
919,LV 4 To me,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],29,남성, 165cm, 63kg,아버지가 입으시는데 허리도 잘 맞고 마음에 드신다네요  ,보통이에요,보통이에요,보통이에요,보통이에요
920,LV 3 초코롬코롬숨,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 176cm, 70kg,무탠다드 슬랙스 핏 읏됩니다 좋아여 구매할때 사이즈 참고하세요 ,보통이에요,보통이에요,보통이에요,보통이에요
921,LV 3 은지이!,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 173cm, 63kg,3만원인데도  재질도 좋고 핏도 나쁘지 않습니다 만족하며 잘 입고 다닐거같아요,보통이에요,어두워요,보통이에요,보통이에요
922,LV 2 뿡ㅃ,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],30,남성, 181cm, 70kg,다 만족하지만 살짝 비침이있어서 조심해야할듯합니다그외에는 만족합니다,보통이에요,보통이에요,선명해요,얇아요
923,LV 3 뉴비_7a721fe226a3,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],32,남성, 179cm, 72kg,무신사 슬랙스는 믿고 사죠  항상 좋은 가격에 좋은 품질크림색 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요
924,LV 5 크샤트랴,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],28,남성, 170cm, 58kg,믿고 사는 무탠다드입니다  소재가 좋아서 착용감도 너무 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
925,LV 4 미니이리리을,테이퍼드 히든 밴딩 크롭 슬랙스 [딥 블루],33,남성, 184cm, 88kg,깔별로 다 사는중이요 수선 살짝만하면 완전이쁨,보통이에요,보통이에요,보통이에요,보통이에요
926,LV 3 Ty_yh_che,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 172cm, 73kg,제가 제일 좋아하는 색이에요 ㅎㅎ 블랙보다 더 고급진 느낌 ,보통이에요,보통이에요,보통이에요,보통이에요
927,LV 3 Ty_yh_che,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],32,남성, 172cm, 73kg,차콜그레이 블랙이랑 별 차이 없을줄 알았는데더 고급진 느낌이네요 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
928,LV 4 djoabsj,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 170cm, 70kg,허벅지부분이 살짝 타이트합니다두께는 봄가을정도 적당해보여요,작아요,밝아요,선명해요,보통이에요
929,LV 3 마리ㅇ,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,남성, 164cm, 53kg,일단 가성비 너무 좋구요 사이즈는 조금 크지만 수선해서 입으면 괜찮을 것 같아요,커요,보통이에요,보통이에요,보통이에요
930,LV 3 두루치기김말자,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],31,남성, 176cm, 69kg,원단 탄탄합니다  핏도 좋고 예뻐서 자주 입을듯해요,보통이에요,보통이에요,보통이에요,보통이에요
931,LV 3 뉴비_b6cb34c2452d,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],32,남성, 168cm, 70kg,사이즈31로 샀는데 넉넉하게 입을려고 32도 샀습니다색감 너무좋고 편해요,보통이에요,보통이에요,보통이에요,보통이에요
932,LV 5 Sjw33,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 172cm, 63kg,믿고 사는 무텐다드    날씨가 더워서 그런지 요즘 더 손이 많이 가네요 ,보통이에요,보통이에요,보통이에요,보통이에요
